;Unnamed: 0;Tweet;Emosi;step01;tokens;tokens_perbaikan;final_tokens;step02;ProcessedText
522;522.0;semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal  jaga kesehatan;-1.0;semoga wabah covid number ini cepat berakhir biar kehidupan bisa kembali berjalan normal jaga kesehatan;['semoga', 'wabah', 'covid', 'number', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'jaga', 'kesehatan'];['semoga', 'wabah', 'covid', 'number', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'jaga', 'kesehatan'];['semoga', 'wabah', 'covid', 'number', 'ini', 'cepat', 'berakhir', 'biar', 'kehidupan', 'bisa', 'kembali', 'berjalan', 'normal', 'jaga', 'kesehatan'];semoga wabah covid number ini cepat berakhir biar kehidupan bisa kembali berjalan normal jaga kesehatan;moga wabah covid number cepat akhir biar hidup kembali jalan normal jaga sehat
523;523.0;tak pulak kena covid huhu oh lupa muda and tiada penyakit;-2.0;tak pulak kena covid huhu oh lupa muda and tiada penyakit;['tak', 'pulak', 'kena', 'covid', 'huhu', 'oh', 'lupa', 'muda', 'and', 'tiada', 'penyakit'];['tak', 'pulak', 'kena', 'covid', 'huhu', 'oh', 'lupa', 'muda', 'dan', 'tiada', 'penyakit'];['tak', 'pulak', 'kena', 'covid', 'huhu', 'oh', 'lupa', 'muda', 'dan', 'tiada', 'penyakit'];tak pulak kena covid huhu oh lupa muda dan tiada penyakit;tak pulak kena covid huhu lupa muda tiada sakit
524;524.0;orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget kasian begooooo;-2.0;orang2 yg nolak jenazah pdp atau positif covid number bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget kasian begooooo;['orang2', 'yg', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'number', 'bukan', 'cuma', 'ga', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'ga', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget', 'kasian', 'begooooo'];['orang2', 'yang', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'number', 'bukan', 'cuma', 'tidak', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'tidak', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget', 'kasihan', 'begooooo'];['orang2', 'yang', 'nolak', 'jenazah', 'pdp', 'atau', 'positif', 'covid', 'number', 'bukan', 'cuma', 'tidak', 'punya', 'otak', 'karena', 'goblobanget', 'tapi', 'juga', 'tidak', 'punya', 'hati', 'wtf', 'aku', 'benci', 'banget', 'kasihan', 'begooooo'];orang2 yang nolak jenazah pdp atau positif covid number bukan cuma tidak punya otak karena goblobanget tapi juga tidak punya hati wtf aku benci banget kasihan begooooo;orang2 nolak jenazah pdp positif covid number bukan cuma punya otak goblobanget juga punya hati wtf aku benci banget kasihan begooooo
525;525.0;Temas yok covid var;2.0;temas yok covid var;['temas', 'yok', 'covid', 'var'];['temas', 'yok', 'covid', 'var'];['temas', 'yok', 'covid', 'var'];temas yok covid var;temas yok covid var
526;526.0;Ikut Roger Roger Labuanfm pagi ini bersama MEJ (PA) Zico Bin Sual, Pegawai Pertahanan Awam Daerah WP Labuan dengan topik Tugas Dan Cabaran APM Dalam Menangani COVId-19 pukul 9.30 pagi.;1.0;ikut roger roger labuanfm pagi ini bersama mej pa zico bin sual pegawai pertahanan awam daerah wp labuan dengan topik tugas dan cabaran apm dalam menangani covid number pukul number pagi;['ikut', 'roger', 'roger', 'labuanfm', 'pagi', 'ini', 'bersama', 'mej', 'pa', 'zico', 'bin', 'sual', 'pegawai', 'pertahanan', 'awam', 'daerah', 'wp', 'labuan', 'dengan', 'topik', 'tugas', 'dan', 'cabaran', 'apm', 'dalam', 'menangani', 'covid', 'number', 'pukul', 'number', 'pagi'];['ikut', 'roger', 'roger', 'labuanfm', 'pagi', 'ini', 'bersama', 'mej', 'pak', 'zico', 'bin', 'sual', 'pegawai', 'pertahanan', 'awam', 'daerah', 'wp', 'labuan', 'dengan', 'topik', 'tugas', 'dan', 'cabaran', 'apm', 'dalam', 'menangani', 'covid', 'number', 'pukul', 'number', 'pagi'];['ikut', 'roger', 'roger', 'labuanfm', 'pagi', 'ini', 'bersama', 'mej', 'pak', 'zico', 'bin', 'sual', 'pegawai', 'pertahanan', 'awam', 'daerah', 'wp', 'labuan', 'dengan', 'topik', 'tugas', 'dan', 'cabaran', 'apm', 'dalam', 'menangani', 'covid', 'number', 'pukul', 'number', 'pagi'];ikut roger roger labuanfm pagi ini bersama mej pak zico bin sual pegawai pertahanan awam daerah wp labuan dengan topik tugas dan cabaran apm dalam menangani covid number pukul number pagi;ikut roger roger labuanfm pagi sama mej pak zico bin sual pegawai tahan awam daerah wp labu topik tugas cabar apm tangan covid number pukul number pagi
527;527.0;Tak beriya pun nak raya ke apa, rasanya memang tak fikir langsung kot. Hmmm cuma harap semua cepat sembuh and covid-19 ni cepat cepat hilang;-1.0;tak beriya pun nak raya ke apa rasanya memang tak fikir langsung kot hmmm cuma harap semua cepat sembuh and covid number ni cepat cepat hilang;['tak', 'beriya', 'pun', 'nak', 'raya', 'ke', 'apa', 'rasanya', 'memang', 'tak', 'fikir', 'langsung', 'kot', 'hmmm', 'cuma', 'harap', 'semua', 'cepat', 'sembuh', 'and', 'covid', 'number', 'ni', 'cepat', 'cepat', 'hilang'];['tak', 'beriya', 'pun', 'nak', 'raya', 'ke', 'apa', 'rasanya', 'memang', 'tak', 'fikir', 'langsung', 'kot', 'hmmm', 'cuma', 'harap', 'semua', 'cepat', 'sembuh', 'dan', 'covid', 'number', 'ini', 'cepat', 'cepat', 'hilang'];['tak', 'beriya', 'pun', 'nak', 'raya', 'ke', 'apa', 'rasanya', 'memang', 'tak', 'fikir', 'langsung', 'kot', 'hmmm', 'cuma', 'harap', 'semua', 'cepat', 'sembuh', 'dan', 'covid', 'number', 'ini', 'cepat', 'cepat', 'hilang'];tak beriya pun nak raya ke apa rasanya memang tak fikir langsung kot hmmm cuma harap semua cepat sembuh dan covid number ini cepat cepat hilang;tak iya nak raya apa rasa memang tak fikir langsung kot hmmm cuma harap semua cepat sembuh covid number cepat cepat hilang
528;528.0;.Kalau yg pernah terinfeksi covidDiberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy;1.0;kalau yg pernah terinfeksi coviddiberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuh masalah kesehatanatau paru2 rusak asal jgn kayak bourne identity chipstay safe healthy;['kalau', 'yg', 'pernah', 'terinfeksi', 'coviddiberikan', 'stempel', 'apalagi', 'dgn', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuh', 'masalah', 'kesehatanatau', 'paru2', 'rusak', 'asal', 'jgn', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy'];['kalau', 'yang', 'pernah', 'terinfeksi', 'coviddiberikan', 'stempel', 'apalagi', 'dengan', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuh', 'masalah', 'kesehatanatau', 'paru2', 'rusak', 'asal', 'jangan', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy'];['kalau', 'yang', 'pernah', 'terinfeksi', 'coviddiberikan', 'stempel', 'apalagi', 'dengan', 'rfid', 'sebuah', 'diskriminasi', 'potensi', 'kambuh', 'masalah', 'kesehatanatau', 'paru2', 'rusak', 'asal', 'jangan', 'kayak', 'bourne', 'identity', 'chipstay', 'safe', 'healthy'];kalau yang pernah terinfeksi coviddiberikan stempel apalagi dengan rfid sebuah diskriminasi potensi kambuh masalah kesehatanatau paru2 rusak asal jangan kayak bourne identity chipstay safe healthy;kalau pernah infeksi coviddiberikan stempel dengan rfid buah diskriminasi potensi kambuh masalah kesehatanatau paru2 rusak asal jangan kayak bourne identity chipstay safe healthy
529;529.0;Makasih ya semoga semua WNI cerdas dlm bersikap dg Covid-19 ini;1.0;makasih ya semoga semua wni cerdas dlm bersikap dg covid number ini;['makasih', 'ya', 'semoga', 'semua', 'wni', 'cerdas', 'dlm', 'bersikap', 'dg', 'covid', 'number', 'ini'];['makasih', 'iya', 'semoga', 'semua', 'wni', 'cerdas', 'dalam', 'bersikap', 'dengan', 'covid', 'number', 'ini'];['makasih', 'iya', 'semoga', 'semua', 'wni', 'cerdas', 'dalam', 'bersikap', 'dengan', 'covid', 'number', 'ini'];makasih iya semoga semua wni cerdas dalam bersikap dengan covid number ini;makasih iya moga semua wni cerdas sikap covid number
530;530.0;"Ada 15 menyuruh Covid-19 segera akan pergi ; 2. Jangan lagi berpakaian minim lagi ketat mengumbar aurat. Bukankah Covid-19 telah mendidik kita berpakaian serba tertutup?, dan memang kan semua agama Samawi memuliakan pakaian yang rapih, bersih dan sopan.";2.0;ada number menyuruh covid number segera akan pergi number jangan lagi berpakaian minim lagi ketat mengumbar aurat bukankah covid number telah mendidik kita berpakaian serba tertutup dan memang kan semua agama samawi memuliakan pakaian yang rapih bersih dan sopan;['ada', 'number', 'menyuruh', 'covid', 'number', 'segera', 'akan', 'pergi', 'number', 'jangan', 'lagi', 'berpakaian', 'minim', 'lagi', 'ketat', 'mengumbar', 'aurat', 'bukankah', 'covid', 'number', 'telah', 'mendidik', 'kita', 'berpakaian', 'serba', 'tertutup', 'dan', 'memang', 'kan', 'semua', 'agama', 'samawi', 'memuliakan', 'pakaian', 'yang', 'rapih', 'bersih', 'dan', 'sopan'];['ada', 'number', 'menyuruh', 'covid', 'number', 'segera', 'akan', 'pergi', 'number', 'jangan', 'lagi', 'berpakaian', 'minim', 'lagi', 'ketat', 'mengumbar', 'aurat', 'bukankah', 'covid', 'number', 'telah', 'mendidik', 'kita', 'berpakaian', 'serba', 'tertutup', 'dan', 'memang', 'kan', 'semua', 'agama', 'samawi', 'memuliakan', 'pakaian', 'yang', 'rapih', 'bersih', 'dan', 'sopan'];['ada', 'number', 'menyuruh', 'covid', 'number', 'segera', 'akan', 'pergi', 'number', 'jangan', 'lagi', 'berpakaian', 'minim', 'lagi', 'ketat', 'mengumbar', 'aurat', 'bukankah', 'covid', 'number', 'telah', 'mendidik', 'kita', 'berpakaian', 'serba', 'tertutup', 'dan', 'memang', 'kan', 'semua', 'agama', 'samawi', 'memuliakan', 'pakaian', 'yang', 'rapih', 'bersih', 'dan', 'sopan'];ada number menyuruh covid number segera akan pergi number jangan lagi berpakaian minim lagi ketat mengumbar aurat bukankah covid number telah mendidik kita berpakaian serba tertutup dan memang kan semua agama samawi memuliakan pakaian yang rapih bersih dan sopan;number suruh covid number segera pergi number jangan pakai minim ketat umbar aurat bukankah covid number didik pakai serba tutup memang kan semua agama samawi mulia pakai rapih bersih sopan
531;531.0;New post (Bahas Kesiapan Daerah Tangani Covid-19, Walikota Parepare Vidcon Kemendagri) has been published on Baca Pesan -;1.0;new post bahas kesiapan daerah tangani covid number walikota parepare vidcon kemendagri has been published on baca pesan;['new', 'post', 'bahas', 'kesiapan', 'daerah', 'tangani', 'covid', 'number', 'walikota', 'parepare', 'vidcon', 'kemendagri', 'has', 'been', 'published', 'on', 'baca', 'pesan'];['new', 'post', 'bahas', 'kesiapan', 'daerah', 'tangani', 'covid', 'number', 'walikota', 'parepare', 'vidcon', 'kemendagri', 'has', 'been', 'published', 'on', 'baca', 'pesan'];['new', 'post', 'bahas', 'kesiapan', 'daerah', 'tangani', 'covid', 'number', 'walikota', 'parepare', 'vidcon', 'kemendagri', 'has', 'been', 'published', 'on', 'baca', 'pesan'];new post bahas kesiapan daerah tangani covid number walikota parepare vidcon kemendagri has been published on baca pesan;new post bahas kesiap daerah tangan covid number walikota parepare vidcon kemendagri has been published on baca pesan
532;532.0; hadiah kau masih tersangkut sebab covid 19  ;-1.0;hadiah kau masih tersangkut sebab covid number;['hadiah', 'kau', 'masih', 'tersangkut', 'sebab', 'covid', 'number'];['hadiah', 'kau', 'masih', 'tersangkut', 'sebab', 'covid', 'number'];['hadiah', 'kau', 'masih', 'tersangkut', 'sebab', 'covid', 'number'];hadiah kau masih tersangkut sebab covid number;hadiah kau sangkut covid number
533;533.0;Sinar Mas Land benar-benar all out membantu memerangi virus corona (covid-19) di Indonesia.;2.0;sinar mas land benar benar all out membantu memerangi virus corona covid number di indonesia;['sinar', 'mas', 'land', 'benar', 'benar', 'all', 'out', 'membantu', 'memerangi', 'virus', 'corona', 'covid', 'number', 'di', 'indonesia'];['sinar', 'mas', 'land', 'benar', 'benar', 'all', 'out', 'membantu', 'memerangi', 'virus', 'corona', 'covid', 'number', 'di', 'indonesia'];['sinar', 'mas', 'land', 'benar', 'benar', 'all', 'out', 'membantu', 'memerangi', 'virus', 'corona', 'covid', 'number', 'di', 'indonesia'];sinar mas land benar benar all out membantu memerangi virus corona covid number di indonesia;sinar mas land benar benar all out bantu rang virus corona covid number indonesia
534;534.0;Operasi Keselamatan Tinombala Covid 19 Polres Touna. ;1.0;operasi keselamatan tinombala covid number polres touna;['operasi', 'keselamatan', 'tinombala', 'covid', 'number', 'polres', 'touna'];['operasi', 'keselamatan', 'tinombala', 'covid', 'number', 'polres', 'touna'];['operasi', 'keselamatan', 'tinombala', 'covid', 'number', 'polres', 'touna'];operasi keselamatan tinombala covid number polres touna;operasi selamat tinombala covid number polres touna
535;535.0;covid to penghuni bumi 'emang ngapasi kalo ada gue? ZHOMBONG AMAT;-2.0;covid to penghuni bumi emang ngapasi kalo ada gue zhombong amat;['covid', 'to', 'penghuni', 'bumi', 'emang', 'ngapasi', 'kalo', 'ada', 'gue', 'zhombong', 'amat'];['covid', 'to', 'penghuni', 'bumi', 'memang', 'ngapasi', 'kalau', 'ada', 'saya', 'zhombong', 'amat'];['covid', 'to', 'penghuni', 'bumi', 'memang', 'ngapasi', 'kalau', 'ada', 'saya', 'zhombong', 'amat'];covid to penghuni bumi memang ngapasi kalau ada saya zhombong amat;covid to huni bumi memang ngapasi kalau saya zhombong
536;536.0;Malminga kah ini?? jangan keluar rumah bahaya covid-19 waspada ok!!;1.0;malminga kah ini jangan keluar rumah bahaya covid number waspada ok;['malminga', 'kah', 'ini', 'jangan', 'keluar', 'rumah', 'bahaya', 'covid', 'number', 'waspada', 'ok'];['malminga', 'kah', 'ini', 'jangan', 'keluar', 'rumah', 'bahaya', 'covid', 'number', 'waspada', 'ok'];['malminga', 'kah', 'ini', 'jangan', 'keluar', 'rumah', 'bahaya', 'covid', 'number', 'waspada', 'ok'];malminga kah ini jangan keluar rumah bahaya covid number waspada ok;malminga ini jangan keluar rumah bahaya covid number waspada
537;537.0;Dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid-19 ;1.0;dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid number;['dan', 'erupsi', 'anak', 'krakatau', 'sementara', 'ini', 'berhasil', 'menggeser', 'perhatian', 'dari', 'covid', 'number'];['dan', 'erupsi', 'anak', 'krakatau', 'sementara', 'ini', 'berhasil', 'menggeser', 'perhatian', 'dari', 'covid', 'number'];['dan', 'erupsi', 'anak', 'krakatau', 'sementara', 'ini', 'berhasil', 'menggeser', 'perhatian', 'dari', 'covid', 'number'];dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid number;erupsi anak krakatau ini hasil geser perhati covid number
538;538.0;Relawan Kec Pajarakan Kab Probolinggo Prov Jatim Siap melakukan pencegahan penyebaran wabah Covid-19.;1.0;relawan kec pajarakan kab probolinggo prov jatim siap melakukan pencegahan penyebaran wabah covid number;['relawan', 'kec', 'pajarakan', 'kab', 'probolinggo', 'prov', 'jatim', 'siap', 'melakukan', 'pencegahan', 'penyebaran', 'wabah', 'covid', 'number'];['relawan', 'kec', 'pajarakan', 'kab', 'probolinggo', 'prov', 'jatim', 'siap', 'melakukan', 'pencegahan', 'penyebaran', 'wabah', 'covid', 'number'];['relawan', 'kec', 'pajarakan', 'kab', 'probolinggo', 'prov', 'jatim', 'siap', 'melakukan', 'pencegahan', 'penyebaran', 'wabah', 'covid', 'number'];relawan kec pajarakan kab probolinggo prov jatim siap melakukan pencegahan penyebaran wabah covid number;rawan kec pajarakan kab probolinggo prov jatim siap laku cegah sebar wabah covid number
539;539.0;Ini bau2nya dg meningkat jumlah positif covid-19 bisa sampai akhir tahun pembatasan sosialnya;-1.0;ini bau2nya dg meningkat jumlah positif covid number bisa sampai akhir tahun pembatasan sosialnya;['ini', 'bau2nya', 'dg', 'meningkat', 'jumlah', 'positif', 'covid', 'number', 'bisa', 'sampai', 'akhir', 'tahun', 'pembatasan', 'sosialnya'];['ini', 'bau2nya', 'dengan', 'meningkat', 'jumlah', 'positif', 'covid', 'number', 'bisa', 'sampai', 'akhir', 'tahun', 'pembatasan', 'sosialnya'];['ini', 'bau2nya', 'dengan', 'meningkat', 'jumlah', 'positif', 'covid', 'number', 'bisa', 'sampai', 'akhir', 'tahun', 'pembatasan', 'sosialnya'];ini bau2nya dengan meningkat jumlah positif covid number bisa sampai akhir tahun pembatasan sosialnya;bau2nya tingkat jumlah positif covid number sampai akhir tahun batas sosial
540;540.0;Mari kita sama-sama memutuskan rantai Covid-19 dengan cara Pyhsical Distancing dan Social Distancing... ;2.0;mari kita sama sama memutuskan rantai covid number dengan cara pyhsical distancing dan social distancing;['mari', 'kita', 'sama', 'sama', 'memutuskan', 'rantai', 'covid', 'number', 'dengan', 'cara', 'pyhsical', 'distancing', 'dan', 'social', 'distancing'];['mari', 'kita', 'sama', 'sama', 'memutuskan', 'rantai', 'covid', 'number', 'dengan', 'cara', 'pyhsical', 'distancing', 'dan', 'social', 'distancing'];['mari', 'kita', 'sama', 'sama', 'memutuskan', 'rantai', 'covid', 'number', 'dengan', 'cara', 'pyhsical', 'distancing', 'dan', 'social', 'distancing'];mari kita sama sama memutuskan rantai covid number dengan cara pyhsical distancing dan social distancing;kita sama sama putus rantai covid number cara pyhsical distancing social distancing
541;541.0;Malam admin, mau nanya, untuk pengiriman barang dari luar negeri/ USA masih bisakah terkait adanya Covid-19?;1.0;malam admin mau nanya untuk pengiriman barang dari luar negeri usa masih bisakah terkait adanya covid number;['malam', 'admin', 'mau', 'nanya', 'untuk', 'pengiriman', 'barang', 'dari', 'luar', 'negeri', 'usa', 'masih', 'bisakah', 'terkait', 'adanya', 'covid', 'number'];['malam', 'admin', 'mau', 'nanya', 'untuk', 'pengiriman', 'barang', 'dari', 'luar', 'negeri', 'usa', 'masih', 'bisakah', 'terkait', 'adanya', 'covid', 'number'];['malam', 'admin', 'mau', 'nanya', 'untuk', 'pengiriman', 'barang', 'dari', 'luar', 'negeri', 'usa', 'masih', 'bisakah', 'terkait', 'adanya', 'covid', 'number'];malam admin mau nanya untuk pengiriman barang dari luar negeri usa masih bisakah terkait adanya covid number;malam admin mau nanya kirim barang luar negeri usa bisa kait ada covid number
542;542.0;Yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid-19... tetapi perbandingan antara yg sembuh dan wafat.Lebih banyak yg wafat..adSemoga pendemi ini cepat berlalu;-1.0;yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid number tetapi perbandingan antara yg sembuh dan wafat lebih banyak yg wafat adsemoga pendemi ini cepat berlalu;['yg', 'patut', 'digaris', 'bawahi', 'bukan', 'hanya', 'bertambahnya', 'yg', 'terinfeksi', 'covid', 'number', 'tetapi', 'perbandingan', 'antara', 'yg', 'sembuh', 'dan', 'wafat', 'lebih', 'banyak', 'yg', 'wafat', 'adsemoga', 'pendemi', 'ini', 'cepat', 'berlalu'];['yang', 'patut', 'digaris', 'bawahi', 'bukan', 'hanya', 'bertambahnya', 'yang', 'terinfeksi', 'covid', 'number', 'tetapi', 'perbandingan', 'antara', 'yang', 'sembuh', 'dan', 'wafat', 'lebih', 'banyak', 'yang', 'wafat', 'adsemoga', 'pendemi', 'ini', 'cepat', 'berlalu'];['yang', 'patut', 'digaris', 'bawahi', 'bukan', 'hanya', 'bertambahnya', 'yang', 'terinfeksi', 'covid', 'number', 'tetapi', 'perbandingan', 'antara', 'yang', 'sembuh', 'dan', 'wafat', 'lebih', 'banyak', 'yang', 'wafat', 'adsemoga', 'pendemi', 'ini', 'cepat', 'berlalu'];yang patut digaris bawahi bukan hanya bertambahnya yang terinfeksi covid number tetapi perbandingan antara yang sembuh dan wafat lebih banyak yang wafat adsemoga pendemi ini cepat berlalu;patut gar bawah bukan tambah infeksi covid number banding sembuh wafat lebih banyak yang wafat adsemoga demi cepat lalu
543;543.0;Aku sm adik2 yg lain ga ikut ke rs... gatau ini siapa yg jaga, malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci!;-1.0;aku sm adik2 yg lain ga ikut ke rs gatau ini siapa yg jaga malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci;['aku', 'sm', 'adik2', 'yg', 'lain', 'ga', 'ikut', 'ke', 'rs', 'gatau', 'ini', 'siapa', 'yg', 'jaga', 'malah', 'setau', 'aku', 'ga', 'boleh', 'ada', 'yg', 'jaga', 'biar', 'ga', 'rawan', 'covid', 'thankyou', 'ci'];['aku', 'sama', 'adik2', 'yang', 'lain', 'tidak', 'ikut', 'ke', 'rs', 'gatau', 'ini', 'siapa', 'yang', 'jaga', 'malah', 'setau', 'aku', 'tidak', 'boleh', 'ada', 'yang', 'jaga', 'biar', 'tidak', 'rawan', 'covid', 'thankyou', 'ci'];['aku', 'sama', 'adik2', 'yang', 'lain', 'tidak', 'ikut', 'ke', 'rs', 'gatau', 'ini', 'siapa', 'yang', 'jaga', 'malah', 'setau', 'aku', 'tidak', 'boleh', 'ada', 'yang', 'jaga', 'biar', 'tidak', 'rawan', 'covid', 'thankyou', 'ci'];aku sama adik2 yang lain tidak ikut ke rs gatau ini siapa yang jaga malah setau aku tidak boleh ada yang jaga biar tidak rawan covid thankyou ci;aku sama adik2 lain ikut rs gatau siapa jaga malah tau aku boleh yang jaga biar rawan covid thankyou ci
544;544.0;"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik";1.0;mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid number dengan tetap di rumah jangan mudik;['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'number', 'dengan', 'tetap', 'di', 'rumah', 'jangan', 'mudik'];['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'number', 'dengan', 'tetap', 'di', 'rumah', 'jangan', 'mudik'];['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'number', 'dengan', 'tetap', 'di', 'rumah', 'jangan', 'mudik'];mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid number dengan tetap di rumah jangan mudik;ki sama polri jaga kamtibmas cegah sebar virus covid number tetap rumah jangan mudik
545;545.0;Polisi Amankan Tiga Orang Yang Diduga Provokator Penolakan Pemakaman Jenazah Perawat Korban Covid-19;-2.0;polisi amankan tiga orang yang diduga provokator penolakan pemakaman jenazah perawat korban covid number;['polisi', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'provokator', 'penolakan', 'pemakaman', 'jenazah', 'perawat', 'korban', 'covid', 'number'];['polisi', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'provokator', 'penolakan', 'pemakaman', 'jenazah', 'perawat', 'korban', 'covid', 'number'];['polisi', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'provokator', 'penolakan', 'pemakaman', 'jenazah', 'perawat', 'korban', 'covid', 'number'];polisi amankan tiga orang yang diduga provokator penolakan pemakaman jenazah perawat korban covid number;polisi aman tiga orang duga provokator tolak makam jenazah awat korban covid number
546;546.0;ada poin di mana dia memang menggampangkan covid di bln februari. gw gemes jg wkt itu. tp skrg smua jg ga bisa liat masalah dgn lbh waras.;-2.0;ada poin di mana dia memang menggampangkan covid di bln februari gw gemes jg wkt itu tp skrg smua jg ga bisa liat masalah dgn lbh waras;['ada', 'poin', 'di', 'mana', 'dia', 'memang', 'menggampangkan', 'covid', 'di', 'bln', 'februari', 'gw', 'gemes', 'jg', 'wkt', 'itu', 'tp', 'skrg', 'smua', 'jg', 'ga', 'bisa', 'liat', 'masalah', 'dgn', 'lbh', 'waras'];['ada', 'poin', 'di', 'mana', 'dia', 'memang', 'menggampangkan', 'covid', 'di', 'bulan', 'februari', 'saya', 'gemes', 'jg', 'waktu', 'itu', 'tapi', 'sekarang', 'smua', 'jg', 'tidak', 'bisa', 'lihat', 'masalah', 'dengan', 'lebih', 'waras'];['ada', 'poin', 'di', 'mana', 'dia', 'memang', 'menggampangkan', 'covid', 'di', 'bulan', 'februari', 'saya', 'gemes', 'jg', 'waktu', 'itu', 'tapi', 'sekarang', 'smua', 'jg', 'tidak', 'bisa', 'lihat', 'masalah', 'dengan', 'lebih', 'waras'];ada poin di mana dia memang menggampangkan covid di bulan februari saya gemes jg waktu itu tapi sekarang smua jg tidak bisa lihat masalah dengan lebih waras;poin mana memang gampang covid bulan februari gemes jg waktu tapi sekarang smua jg bisa lihat masalah lebih waras
547;547.0;Jom nak pergi mana covid covid ni duduk rumah moha. ni ke sana ke sini ke sana ke sini;1.0;jom nak pergi mana covid covid ni duduk rumah moha ni ke sana ke sini ke sana ke sini;['jom', 'nak', 'pergi', 'mana', 'covid', 'covid', 'ni', 'duduk', 'rumah', 'moha', 'ni', 'ke', 'sana', 'ke', 'sini', 'ke', 'sana', 'ke', 'sini'];['jom', 'nak', 'pergi', 'mana', 'covid', 'covid', 'ini', 'duduk', 'rumah', 'moha', 'ini', 'ke', 'sana', 'ke', 'sini', 'ke', 'sana', 'ke', 'sini'];['jom', 'nak', 'pergi', 'mana', 'covid', 'covid', 'ini', 'duduk', 'rumah', 'moha', 'ini', 'ke', 'sana', 'ke', 'sini', 'ke', 'sana', 'ke', 'sini'];jom nak pergi mana covid covid ini duduk rumah moha ini ke sana ke sini ke sana ke sini;jom nak pergi mana covid covid duduk rumah moha sana sini sana ke sini
548;548.0;Nah itu dia, Pimpinan daerah (Gubernur/Walikota/Bupati) adalah Ketua Gugus Tugas Penanggulangan Covid-19 di daerah masing-masing.;1.0;nah itu dia pimpinan daerah gubernur walikota bupati adalah ketua gugus tugas penanggulangan covid number di daerah masing masing;['nah', 'itu', 'dia', 'pimpinan', 'daerah', 'gubernur', 'walikota', 'bupati', 'adalah', 'ketua', 'gugus', 'tugas', 'penanggulangan', 'covid', 'number', 'di', 'daerah', 'masing', 'masing'];['nah', 'itu', 'dia', 'pimpinan', 'daerah', 'gubernur', 'walikota', 'bupati', 'adalah', 'ketua', 'gugus', 'tugas', 'penanggulangan', 'covid', 'number', 'di', 'daerah', 'masing', 'masing'];['nah', 'itu', 'dia', 'pimpinan', 'daerah', 'gubernur', 'walikota', 'bupati', 'adalah', 'ketua', 'gugus', 'tugas', 'penanggulangan', 'covid', 'number', 'di', 'daerah', 'masing', 'masing'];nah itu dia pimpinan daerah gubernur walikota bupati adalah ketua gugus tugas penanggulangan covid number di daerah masing masing;nah dia pimpin daerah gubernur walikota bupati ketua gugus tugas tanggulang covid number daerah masing masing
