,Tweet,Sentimen,Emosi
361,"Karena nasgor mafia udh tutup di malang, beres covid  gue mau ubek ubek kota malang nyari daging kambing. Flish bm bgt nasgor kambing dia, mau bikin aj kl gx ad!!!udahan dong coronanya huhu",0.0,-1
362,"NTB Sudah Uii Sampel Covid-19, Kini Lebih Cepat Ketahui Hasilnya -",1.0,1
363,Cegah Covid 19 HMPI SulSel Gelar Diskusi Daring,1.0,1
364,BREAKING NEWS - Kabar Duka! Tiga PDP Covid-19 Kalbar di RSUD Soedarso Meninggal Dunia Dalam Sehari - Halaman 4 -,0.0,-1
365,"Fokus tangani covid 19, fokus tangani dampak covid 19 pd buruh. Saat ini ribuan buruh dirumahkan tnp digaji mrk kehilangan penghasilan.",0.0,-1
366,"Pak Mahfud, soal kesehatan dan covid-19 serahkan kpd ahlinya: dokter Erlina Burhan.",1.0,1
367,"Selamat Pagi. Rute Sudimara-Tanah Abang tersedia pkl 05:45 WIB, untuk Informasi lengkap jadwal perjalanan KRL mulai 10 April 2020, bisa di lihat pada website link berikut : Tks.",0.0,1
368,Selamat JALAN Covid-19.Selamat DATANG Ramadhan 1441H.,1.0,2
369,Makasih mas. Semoga Malaysia juga begitu. Kita sama2 perangi Covid 19 ini dan semuanya pada patuh ama himbauan pemerintah kita semua,1.0,-1
370,"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan bersih bersih",1.0,1
371,Kades Tomori Bpk Anas Olabahim Himbau Warga menunda Mudik untuk cegah penyebaran Covid 19.  ,1.0,1
372,"Fix, perang dingin akan berlanjutSampe perdebatan masalah covid ini selesaiAtauSampe lebih dari abis lebaran",0.0,-1
373,"Pasca Merebak COVID-19, Nasib TKI di Malaysia Memprihatinkan",0.0,-1
374,Pejuang COVID 19,1.0,2
375,"Ini teh awalnya kl ga salah sakit dbd, trs setelah trombosit normal ga ada perbaikan, di swab ternyata covid padahal sblmnya ga ada kontak dg covid.. dr awal sdh pgn drujuk k rshs tp penuh katanya.",0.0,-1
376,"Terbitnya telegram Polri yg salah satu poinnya terkait penindakan hukum penghina presiden dan pejabat negara dalam situasi wabah virus corona (Covid-19), menurut SBY, mempermalukan Indonesia di mata dunia. Sebab hal seperti itu tak terjadi di negara lain. ",1.0,-2
377,"pentingnya kita tetap adalah karena kalopun lo kena covid-19 dan sembuh, ada kemungkinan virusnya akan aktif lagi",0.0,1
378,"Hahaha unggul kok tiap hari bertambah sekarang bukan waktunya ngomongin unggul tp mikir bagaimana cara itu covid lenyap dr indonesia ...geli""gmana mlah ngomongin unggul jelas""jkt terbanyak",1.0,-2
379,"Bhabinkamtibmas Aiptu Slamet Kundarjanto, sekcam memberikan penyuluhan kepada petugas posko Gugus Tugas terkait pencegahan penularan virus Corona (Covid-19) di ds karanggude kulon kec Karanglewas,(10/4)",1.0,1
380,"Negara kita emang anomali Eyang, disaat negara lain berpikir utk memotong gaji pejabat dan sepenuhnya menggunakan anggaran yg tidak perlu selama covid, yg ini malah begitu.",0.0,-2
381,"Bila anda minum lahAnda akan terhindar dari covid ,anjir anjirr... !!!",-1.0,-2
382,Aksi Warga Tolak Rusunawa Penajam Jadi Tempat Karantina COVID-19 |,-1.0,-2
383,"Gusdurian Peduli Tangerang Raya sedang membuka posko bersama Covid-19 hadapi Corona, untuk itu yg mau berdonasi berupa nominal rupiah dapat melalui rekening yg tertera.Untuk bantuan brupa barang, sandang, ataupun pangan bisa diantar langsung di posko atau hubungi CP",1.0,2
384,"Ada 15 cara menyuruh Covid-19 segera akn pergi ; 4. Jangan lagi ada ""pergaulan bebas"" tanpa batas, selingkuh dan kumpul tanpa ikatan sah. Bukankah Covid-19 telah mendidik kita untuk Sosial Distancing dan Physical Distancing, jaga jarak, bahkan bersalamanpun tdk bersentuhan?.",1.0,1
385,Semoga wababh covid-19 yang sedang melanda segera berlalu. Amiin,1.0,-1
386,PDP Covid-19 Asal Kota Cilegon Meninggal di RSUD Banten,0.0,-1
387,Anggaran Penanganan Covid-19 di Kabupaten Tangerang Tembus Rp240 Miliar,1.0,2
388,"PDIP mainnya kurang jauh...pulang sore mulu'...ha..ha. Sering sering nyender ditembok tetangga klo gag punya kuota, numpang wifi biar tahu berita dan informasi, adalah yg paling gencar bersuara saat covid 19 mewabah, eh ente bilang cari panggung",-1.0,-2
389,sekarang fokus lawan covid 19. kl mo kmpanye tunggu saatnya. sabar ...knp?,1.0,-2
390,"30.000 Lebih Narapidana Bebas di Tengah Wabah COVID-19, Termasuk Koruptor???",-1.0,-2
391,Ceritain dampak covid terhadap perekonomian Indonesia dan dampak bagi Perbankan dan upaya yg dilakukan pemerintah apa aja,0.0,-2
392,"Ya begitulah, doakan saja semoga yg lain terhindar dari covid, miris memang",1.0,-2
393,PRU 15!Rakyat mesti menolakahli politik yg suka mengganggu usaha KKM membenteras wabak Covid 19.,-1.0,-2
394,Kaur pemerintahan Desa Hidayat Himbau Warga menunda Mudik untuk cegah covid 19,1.0,1
395,btw ini beneran suspek covid casenya ya?,0.0,1
396,Saat ini pemerintah dan kita semua harus konsentrasi menyiapkan ketahanan masyarakat dalam menghadapi Covid19 dan dampak ekosisnya. Begini Penjelasan Muhaimin Terkait Timwas Covid-19 DPR RI ,1.0,1
397,"Cepat pergi Corona covid 19, aku rindu aktivitas seperti biasa. Bisa pergi kemanapun tanpa ngerasa cemas.",1.0,-1
398,Apa yang dilakukan oleh bunda maia lebih nyata dengan tindakan untuk memerangi Covid 19 dibandingkan dengan Roy Suryo. Jadi biarkan masyarakat yang menilai siapa bunda maia dan siapa Roy Suryo. Semudah itu kan menilai?,-1.0,-2
399,Kalo penyebabnya non covid kalo gasalah boleh dihadiri org dibawah 20 orang Ada di poster sosialisasinya kmrn cm ak gas sevvv,0.0,-2
400,"MenPAN RB Tjahjo Kumolo menerbitkan Surat Edaran atau SE tertanggal 9 April 2020, membatasi cuti PNS dan PPPK selama ada wabah virus corona COVID-19.",1.0,1
401,"Mobil Luar Kota Bebas Masuk Sumenep di Tengah Covid-19, Kadinkes: Bukan Tugas Dinas Kesehatan",-1.0,1
402,Buka fb trus liat berita nya si idn times lgsg shocked berat. Secara si doi lg di daerah situ trus pake ada berita provinsi lala 1org positif covid. Tolongin.,0.0,1
403,"Selamat pagi... Sahabat-Sahabatku semua dimanapun berada...Sahabat..., di hari yang penuh Kepanikan Ketakutan Kekhawatiran Kecemasa nKegelisahan ini dengan Wabah Pandemi Corona Covid-19 ini, mari kita sama-sama",1.0,1
404,"Enjoy bgt, tmnnya pada asik, matkul nya pun ga serumit yg dibayangkan, cuma ya ada 1/2 matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk",0.0,-2
405,"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan",1.0,1
406,"COVID-19 masih mewabah, peniadaan salat Jumat di Padang diperpanjang sampai 21 April",1.0,1
407,"Tim medis udah bisa beristirahat dan melepas rasa lelah dirumah, kumpul sama keluarga lagi. Percuma juga merawat yg terinfeksi covid-19, tokh mereka cuma peduli sama penyanyi dan lupa sama diri sendiri.",-1.0,-1
408,Update Terbaru Peta Persebaran Covid-19 di Kabupaten Sidoarjo,0.0,1
409,"Bila hidup berpandu pd agama, adab serta akhlaknya akn jd indah.ramai marah pd gol tabligh krn spike kes covid naik berpunca dr mrk.Tp mrk juga ialah mangsa. Patient 0 mungkin tiada kena mengena dgn mrk. Bukan semua gol mrk yg degil utk uat saringan, kebanyakan besar akur",0.0,-2
410,"Menurut jurnal terbaru, International Journal of Infectious Diseases, Infeksi COVID 19 juga bisa bermanifestasi ke meningitis dengan gejala nyeri kepala hebat hingga kesadaran menurun, tidak ditemukan virus pada nasofaring maupun orofaring, melainkan di CSF (LCS)",1.0,1
411,New post (Mengalokasikan Ventilator Selama COVID-19: Apa itu 'Adil'?) has been published on Kafe Kepo -,1.0,1
412,"Covid ini kapan pergi sih, padahal aku itu dapet income tiap minggu dari event orang2 buat acara mau wedding, birthday, corporate dll. Semua event bulan kemarin dan bulan ini n bulan depan di cancel semua. Sedih tau",0.0,-2
413,Terakhir tu akun nyinyirin kinerja pa Presiden sama negor para partai politik yang ga ada kontribusinya di musim covid-19 ini,-1.0,-2
414,"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.So.....",0.0,1
415,semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal dan jaga kesehatan,1.0,2
416,"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan BLP dan berikan himbauan kepada",1.0,1
417,Ada yg tau virus corona (covid-19) jadwal world tournya selesai kapan?,-1.0,-1
418,Good morning.. Semoga pandemic Covid-19 cepat berlalu tanpa banyak memakan korban.,1.0,-1
419,Fraksi PKB Minta Pemkab Bandung Duduk Bersama Bahas Anggaran Covid-19,1.0,1
420,"Pemulung yg bawa karung putih ga dipedulikan, kamsudnya apa bagi2 gitu?! sebenarnya biar adil bikin program jaring pengaman sosial thdp seluruh org yg penghasilannya terdampak covid bukan hanya ke ojol aja ",1.0,-2
421,"kalo di jakarta aturan psbb, gak boleh dilayat kalo suspek/positif covid kalo bukan karna covid ada batasan 20 org.",0.0,-1
422,"Kamis Putih, pembasuhan kaki 12 Murid oleh Iesus. Teladan pelayanan Tuhan thd umat manusia. Kini Tuhan sdg membasuh hati seluruh umat manusia se Jagad dgn Covid-19. Segala urusan ritual komunal dikembalikan kpd pertobatan personal manusia thd Allahnya.",0.0,-1
423,Suwun MbakMugo2 Idrekan ttp bertahan ditengah badai Covid 19,1.0,-1
424,"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget",-1.0,-2
425,Covid-19: Menuliskan Sejarah Kemanusiaan Indonesia Baru ,0.0,-1
426,"ada banyak perawat yg harus diisolasi karna pasien tdk jujur saat anamnesis, ada juga yg akhirnya positif covid-19 dan meninggaludah meninggal pun masih harus dijahatin juga",0.0,-2
427,"Ada 15 cara memyuruh Covid-19 segera akan pergi ; 3. Jaga ucapan, makanan, dan pendengaran. Bukankah masker Covid-19 telah mendidik kita menutup mulut, lidah, telinga dan hidung?",1.0,-1
428,Meninggalnya karena covid apa gimana nder,0.0,1
429,Tindakan nyata untuk membantu masyarakat paling terdampak covid-19 yg dilakukan Pak Mensos Adalah Kebijakan Jitu,1.0,2
430,salam dari jakarta iya mas. baiklah mas. stay safe iya mohon bebas dari covid 19,1.0,-1
431,"Untuk perpanjang yg masa berlakunya sudah habis dr tanggal 29 maret s/d april akibat covid 19 itu di tunda dan akan di mulai kembali setelah tgl 29 mei, mohon info'a admin, makasih",1.0,-1
432,"Kalau yg pernah terinfeksi covid diberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",1.0,1
433,kita bisa lawan covid 19. yuk fokus sj. hilangkan kegaduhan kepentingan!!,1.0,1
434,"Cepat membaik bumiku. Aku tau mungkin kau lelah kali ini, menghadapi banyak tingkah manusia yg tak karuan.kali ini ku panjatkan doa untukmu agar marahmu lekas mereda,usirlah teman covid mu itu segera. sungguh aku benci melihatnya disini. mari kita berteman lagi seperti sedia kala",1.0,-1
435,"Dari lubuk hati yang paling dalam saya juga berharap ini lancar, agar mata rantai covid 19 bisa putus, krisis segera berlalu, dan roda ekonomi kembali berputar.",1.0,-1
436,Pergub DKI Jakarta 33 2020 tentang Pelaksanaan PSBB dalam Penanganan Covid-19 di Provinsi DKI Jakarta,0.0,1
437,"Amin.Bersama dengan peringatan Jumat Agung sore nanti, smoga darah-Nya yg tertumpah di kayu salib, memulihkan ibu bumi dari virus covid.",1.0,-1
438,tandai muka2nya klo die ato.keluarganya positif covid 19 para medis jgn mau ngobatin biar mampus aj lah,-1.0,-2
439,LIPI Latih 800 Relawan Perluas Pemeriksaan Spesimen Covid-19 -,1.0,1
440,"Lihat info apa yang saya bagikan: Daerah - Update Kondisi Terkini Penanganan Covid-19 di Aceh Tengah, Ini Kata Jubir | Media Radio berita online Terbaru hari ini dan terpercaya |",1.0,1
441,siram pke air biar diam.fokus lawan covid 19,1.0,-2
442,Kalau bukan Ahlinya jangan komentar Soal Covid-19. Tik-tokan saja dari pada salah,0.0,-2
443,Halo temen-temen mungkin loker ini bisa bantu dan jadi salah satu alternatif juga buat temen temen selama issue Covid-19 ini melanda,1.0,2
444,Rakyat anda yg meninggal akibat Covid-19 sudah nyaris 300 orang pak dhe.,-1.0,-1
445,"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19",1.0,2
446,"Kita lihat 14 hari ke depan,jika satu orang saja ada yg kena covid maka semua orang yg ada di situ harus Jadi ODP,karantina,isolasi.",1.0,1
447,"Sebagai penghormatan kepada leluhur Jepara, ritual setahun sekali ini tetap kita lakukan tentu dengan memperhatikan protokol kesehatan untuk pencegahan Covid-19 ini.",1.0,1
448,"Beliau membuat rilis di YouTube pribadinya bahwa ia positif Covid 19. Salut untuk pilihan memberikan klarifikasi dengan begitu kuat dan berani. Ini menunjukan sebuah harapan, alih-alih putus asa dan terpuruk.",0.0,-1
449,sanes na laukdaun. ke we lamun tos beres covid-19 na wkwk,0.0,1
450,"Tak lama lagi juru bicara umumkan, ""...dan nominasi penghargaan Covid-19 berasal dari satu cluster, disebar diterima dari Kober.... adalah .........""Penonton terdiam melihat panggung berderet peti mayat berbungkus plastik transparan.",-1.0,-1
451,Klo ngikutin twitnya di elisa..dia pernah loh iseng ngitung selisih antara data pemprov sama gugus covid..hasilnya pemrov yg meninggal 144 gugus covid 114.. Ya Allah kebayang sebenarnya bagaimana..,0.0,1
452,"Kirain PSPB ternyata PSBB, udah mikir covid dilawan pake pelajaran sejarah aja",0.0,1
453,"Putus Penyebaran Covid-19. Polsek Jatikalen memberikan Himbuan kepada warga masyarakat untuk lindungi diri sendiri dan keluarga dengan berada di rumah sajaTidak Mudik, Tidak Piknik dan Tidak Panik",1.0,1
454,"Yaa Allaah,Bimbinglah kami dengan CahayaMU menujuMU, dan jadikanlah kami Berdiri tegak dalam penghambaan sejati di hadapanMU.Yaa Robb,Lindungi &amp; selamatkanlah kami dari Akhlah tercela& tipu daya Nafsu yg hina &amp; tercela.Smg Covid-19 ini segera Engkau angkat dr negeri ini.",1.0,-1
455,Semoga virus covid 19 musnah dr negri ini amin,1.0,-1
456,Upaya pencegahan penyebaran virus Corona atau Covid-19 kembali dilakukan oleh Bandar Udara Internasional Sultan Aji Muhammad Sulaiman (SAMS) Sepinggan Balikpapan.Berita selengkapnya kunjungi,1.0,1
457,"Jumat Agung , selmat Ibadah di rumah masing2 tanpa mengurangi maknanya,semoga wabah covid-19 cepat selesai. amin",1.0,-1
458,Cegah covid-19 beserta jajaran Polsek Kuranji melakukan aksi peduli berupa pembagian masker gratis bagi pengguna jalan kegiatan ini dilakukan di depan Polsek Kuranji.Kamis (9/4) Febriputraguci,1.0,1
459,"pagi... kenapa ya di daerah sy (cipinang besar selatan) rt 7 rw 6 nya tdk prnh aware dgn warganya. Setiap ada bantuan tidak pernah transparansi & kejadian covid ini jg tidak ada tindakan semprot disinfektan, dbd jg banyak tp tidak ada fogging. Tp uang kas ttp jalan",0.0,-2
460,"Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam diProvinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifterjangkit Covid-19. OPM",1.0,-2
461,"Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. AamiinGimana??Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ",1.0,2
462,JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19  ,1.0,-1
463,Saya kuatir test Covid-19 belum menyeluruhTau2 nanti ada korban tergeletak mati suspek coronaNgeri,-1.0,1
464,Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah,0.0,-1
465,"Berat Mbah, terlalu banyak kemungkinan: Sedang haid gak ndang mampet Jualan online gak payu-payu Lagi horny sing lanang mumet covid Sudah masak enak dapat berkatan yg lebih enak Sariawan Loro untu Keputihan Murus ilate kecakot Bengese anyar Masker kerlisut Dst...",0.0,1
466,Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.SHARING IS,0.0,1
467,Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.,1.0,-1
468,Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19..  ,1.0,1
469,Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid-19 dgn kriteria bukan penerima PKH & BPNT. Alhamdulillah ,1.0,2
470,Sugeng ambal Warso... Yg buat ak n kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa...,1.0,-1
471,"4. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid-19 terhadap Kerjasama InternasionalJawab :1. Pengumpulan data kesakitan dan kematian penduduk.2. Pemeriksaan klinis, fisik, laboratorium dan penegakan diagnosis",1.0,1
472,"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19 Sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit. - via",1.0,2
473,"Semoga diberikan kesehatan jasmani n rohani, ya dok. Dan semoga kita semua selalu dalam Lindungan ALLAH SWT agar terhindar dari fitnah dajjal. AamiinMulut senantiasa selalu berdzikir, insyaALLAH bs mjdi tameng virus covid-19 selain ikhtiar.",1.0,-1
474,Semoga segera diberi kesembuhan  jgn coba2 lg menulis corona tentara Allah. Virus tdk mengenal sara. Marilah berdoa spy wabah ini segera berakhir. Amiiin ,1.0,-1
475,"Disebabkan pandemik COVID-19, penjarakan sosial perlu menjadi norma baharu sekurang2nya untuk satu tempoh waktu tertentu.Untuk tahun ini, sekurang2nya perlu ada kawalan, pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan Ramadan, Aidilfitri atau Haji",-1.0,-1
476,"Ini adalah wujud cinta kasih dan duka kami warga Maluku atas meninggalnya salah satu putra terbaik Maluku, Kaka tercinta Kami menyadari bahwa virus covid-19 ada dimana dan mengancam kami, tp ketakutan itu terkalahkan org rasa duka kami.Mohon jgn bully kami.",0.0,-1
477,"Covid-19 memiliki arti kata Co yakni corona, Vi yakni virus dan D yakni disease atau penyakit. Kemudian ditambahkan angka 19, yakni 2019 mewakili tahun. Smg puas dgn jwban ini halo Luna ",0.0,-2
478,Ini adalah contoh beberapa kondisi penerapan alat pengaman di Apotek agar meminimalisir penularan COVID-19. Bagaimana kondisi di apotek anda? Silahkan share dan tag medsos kami dengan hashtag,0.0,1
479,"Menunggu sampai wabah COVID-19 mereda. Sabar ya, karena keselamatan orang banyak lebih penting dari segalanya",1.0,-1
480,Para koruptor &amp; kejahatan lain dibebaskan alasan krn pandemi covid-19,-1.0,-2
481,"7. Jgn lgi ada rasa angkuh, sombong, & mrasa besar serba bisa.Bukankh Virus Corona yg kecil & tk tmpak mata itu tlah mndidik kita, bahwa tdk ada yg mampu mncegahnya jka Covid-19 ingin dtang mmpir?, dan Covid-19 tdk mngenal status sosial miskin aau kaya, tua atau muda pmbesar",1.0,-2
482,Pandemi corona mengancam nasib media lokal  ,-1.0,-1
483,"Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid-19, semoga seluruh keluarga disana aman ",1.0,-1
484,Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid,0.0,2
485,Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawatpasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.,1.0,2
486,Kasihan ibu korban covid 19.Yg memohon kepada wargaVideo : 2,0.0,-1
487,"Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID-19 di RSUP Kariadi, Semarang!Lokasi: Suwakul, Ungaran.Video : 1",-1.0,-1
488,2. Dampak Covid-19 terhadap Kerjasama InternasionalJawab:1. Adanya kapasitas perawatan kesehatan yang cukup 2. Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro3. kerja sama internasional maupun kemitraan lintas batas,1.0,2
489,"KITA PUTUS DULU YAuntuk memutuskan mata rantai COVID-19 tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumahlindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID-19",1.0,-1
490,Kenapa harus banget ngikutin berita covid ?Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi,-1.0,-1
491,"Bali terkini (April 2020), efek global Covid-19. Simak selengkapnya pada video saya,Link youtube:",0.0,1
492,"Satu hari dia (Covid-19),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan - Ustaz Fawwaz",0.0,-1
493,[HMS Itenas Peduli]Pandemi Covid-19 menghadirkan berbagai keprihatinan sosial di seluruh Indonesia. Sudah saatnya kita keluarga besar HMS Itenas Bandung turun tangan memberikan bantuan kemanusiaan. Ayo Berdonasi untuk Dukung Perlengkapan Medis Tenaga Kesehatan COVID-19!,1.0,2
494,"kemenkeuri Tak bisa dipungkiri, aktivitas perekonomian yang kian tertekan akibat Covid-19 membuat banyak orang harus kehilangan pekerjaan/penghasilan. Pemerintah telah menyusun strategi untuk",1.0,-1
495,"Kamis malam Se-Dunia Mengetuk pintu langit dan munajat doa ..Memohon pada Sang Khaliq..Merayu Sang Maha mendengar..Meminta Sang Maha AdilUntuk keselamatan Dunia dari wabah Covid-19NU ku selalu ada , tetap ada dan terus ada ",1.0,-1
496,Hari ini hari jumaat.Anda rindu solat jumaat?Mudah2an Covid-19 ini berlalu pergi. Mudah2an peperangan ini kita menang. ,1.0,-1
497,Dua warga Kabupaten Lampung Utara yang dinyatakan positif terpapar Covid-19 dikarantina di komplek Islamic Center Kotabumi...Menurut Plt Bupati Budi Utomo yang juga Ketua Tim Gugus Tugas Penanggulangan ,1.0,-1
498,"Presiden Tidak ada langkah serius hadapi pandemi Covid-19,akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional .  ",-1.0,-2
499,"Bagi anda Korban PHK atau dirumahkan akibat penyebaran virus COVID-19, yuk daftarkan diri anda untuk mendapatkan Kartu PRA KERJA.Mudah koq...Daftar aja di website :",1.0,2
500,"bersama, bersatu lawan penyebaran virus Corona Covid-19, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga...",1.0,2
501,"Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Memberikan Himbauan Kepada Masyarakat untuk Memakai Masker, Jaga Kebersihan dan Tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid 19....",1.0,1
502,"Gpp nyai mendingan gitu hibur diri daripada keluar rumah, tetap sehat nyai semoga Alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin ",1.0,1
503,"Tak Kenal Lelah, Tim Gugus Tugas Covid 19 Kembali Semprot Pemukiman Padat Penduduk di Belawan -",1.0,1
504,"Berapa banyak bahan kempen dia mahu padam da...Daripada release, padam... release, padam macam ni... lebih baik dok dendiam wat keje yg org tk nampak, takyah wat kempen langsung. Save wang kerajaan, boleh masuk tabung Covid-19 tolong rakyat.",0.0,-2
505,Surabaya  Babinsa Koramil Tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau Covid 19.Kali ini Serma Siswono dan Sertu Supri Warsoyo ,1.0,2
506,"Pakai masker, mainkan yoyo mu . Potret ini di sd vita school. Dilakukan sebelum pandemi covid-19 . Tp budaya menggunakan masker sudah dilakukan .Contact Us :Cak Dolan : 085850080188Twitter :",1.0,1
507,"Cegah Virus Corona Covid-19, Srikandi Polres Pasuruan Bagikan Masker ke Masyarakat.. ",1.0,2
508,"AWALNYA rezim jkw MEREMEHKAN/ MENUTUPI demi amankan turis, proyek2x, investor, TKA dari negara cina komunis ? tapi saat indonesia DISERANG penguasa gagap tidak bisa mencegah, mengendalikan & lindungi rakyat dari tertular & kematian",-1.0,-1
509,"Indonesia tegaskan perlunya DK PBB tunjukkan kesatuan dlm atasi dampak COVID-19 thdp perdamaian & keamanan internasional. Perlu kerja sama global, solidaritas &menghindari diskriminasi serta stigmatisasi. ",1.0,1
510,"Entah entah covid ni syaitan. Yela , sebelum dia kena kurung dia kurung kita dulu . hahahahahahahahahh",-1.0,-2
511,"DPRD Kota Makassar info_dprd_kotamakassar , Pemerintah Makassar Realokasi (refocusing) Anggaran sebesar 190 Milyar, untuk penanganan dampak Pandemi COVID-19 di Kota Makassar. Ketua DPRD kota makassar",1.0,2
512,Covid-19 Membuka Jalan Perdamaian Israel-Palestina,1.0,2
513,"Kata dia nih untuk mencegah virus Covid 19 harus rajin Mandi,, Perasaan gw semua yg meninggal jg rajin mandi,,,Bangun Tidur Si Torus Mandi,,Tidak Lupa Menggosok Biji,,,",-1.0,-2
514,"Covid-19 akan pergi... InsyaAllah kerana masih ada manusia yang rukuk pada Allah, masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup  - Ustaz Fawwaz",1.0,1
515,Udah siap Maret gegara si Covid ini batal semua play list film Gw,0.0,-2
516,"Siapkan Rp30 Miliar Lebih untuk Penanganan Covid-19, DPRD Minta Pemkot Cilegon Transparan",0.0,-2
517,Kaur pemerintahan Desa Hidayat Himbau Warga menunda Mudik untuk cegah covid 19  ,1.0,1
518,"Cepat pergi Corona covid 19, aku rindu aktivitas seperti biasa. Bisa pergi kemanapun tanpa ngerasa cemas. ",1.0,-1
519,"Enjoy bgt, tmnnya pada asik & matkul nya pun ga serumit yg dibayangkan, cuma ya ada 1/2 matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk",0.0,-1
520, Cuba lah kena Covid 19 baru tau kebal ke tak,-1.0,-2
521,"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.",-1.0,-1
522,semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal  jaga kesehatan,1.0,-1
523,tak pulak kena covid huhu oh lupa muda and tiada penyakit,0.0,-2
524,"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget kasian begooooo",-1.0,-2
525,Temas yok covid var,0.0,2
526,"Ikut Roger Roger Labuanfm pagi ini bersama MEJ (PA) Zico Bin Sual, Pegawai Pertahanan Awam Daerah WP Labuan dengan topik Tugas Dan Cabaran APM Dalam Menangani COVId-19 pukul 9.30 pagi.",1.0,1
527,"Tak beriya pun nak raya ke apa, rasanya memang tak fikir langsung kot. Hmmm cuma harap semua cepat sembuh and covid-19 ni cepat cepat hilang",1.0,-1
